Orthogroup	Smed_jakke	g_tig_TfinalCDS
OG0004362	MSTRG.7586.1.p1	m.15519_1
OG0004363	MSTRG.3691.1.p1, SMEST009709001.1.p1, MSTRG.15350.3.p1	m.32750_1
OG0004364	SMEST036345001.1.p1, MSTRG.11380.2.p1, MSTRG.11380.3.p1	m.5324_1
OG0004364	MSTRG.6672.3.p1, SMEST020913001.1.p1, MSTRG.6672.1.p2	m.21663_1
OG0004365	SMEST000702001.1.p1	m.3512_1
OG0004366	SMEST017166002.1.p1, MSTRG.5388.3.p2	m.6479_1
OG0004368	MSTRG.16234.3.p1, MSTRG.16234.1.p1	m.9028_1
OG0004369	MSTRG.15151.3.p1, MSTRG.7137.4.p1, MSTRG.7137.1.p2	m.1697_1
OG0004370	MSTRG.546.1.p2, SMEST026008001.1.p1	m.27131_1
OG0004371	SMEST028236001.1.p1	m.36020_1, m.36024_1
OG0004371	SMEST077319001.1.p1, SMEST062384001.1.p1	m.4738_1
OG0004372	MSTRG.20564.3.p2, SMEST074161002.1.p1	m.43527_1
OG0004373	SMEST036795001.1.p1	m.7777_1
OG0004374	SMEST080362001.1.p1	m.14950_1
OG0004375	MSTRG.11257.1.p1	m.8787_1
OG0004376	SMEST061327001.1.p1	m.31360_1
OG0004377	SMEST016436002.1.p1	m.30495_1
OG0004378	MSTRG.18022.1.p1, MSTRG.18022.3.p1, MSTRG.18022.3.p2, SMEST070107001.1.p1, SMEST060349002.1.p1	m.3279_1
OG0004379	SMEST049877001.1.p1	m.7257_1
OG0004380	SMEST040078001.1.p1, MSTRG.12570.2.p1	m.6795_1
OG0004382	SMEST006205001.1.p1, MSTRG.5940.1.p1	m.8812_1
OG0004383	MSTRG.2105.1.p1, MSTRG.15169.1.p1, SMEST048667001.1.p1, SMEST048666001.1.p1	m.4058_1
OG0004384	SMEST079448001.1.p1, MSTRG.23284.1.p1, MSTRG.23284.2.p1	m.6605_1
OG0004386	MSTRG.8767.2.p2, SMEST042249001.1.p1	m.21710_1, m.21709_1
OG0004387	SMEST078014001.1.p1, MSTRG.21732.2.p1	m.7562_1
OG0004388	SMEST005015001.1.p1	m.19569_1
OG0004389	SMEST024482001.1.p1	m.20270_1
OG0004391	SMEST000556001.1.p1	m.1638_1
OG0004392	SMEST081190002.1.p1, MSTRG.22752.4.p1, MSTRG.22752.1.p1, SMEST081190005.1.p1	m.10413_1
OG0004393	SMEST081140001.1.p1, MSTRG.22740.3.p1, MSTRG.22740.1.p1	m.10171_1
OG0004393	MSTRG.22740.1.p2	m.10173_1
OG0004394	SMEST006492001.1.p1, MSTRG.1887.1.p2	m.7985_1
OG0004395	MSTRG.16221.3.p1, MSTRG.16221.10.p1, MSTRG.16221.9.p1, MSTRG.16221.6.p1, MSTRG.16221.5.p1, MSTRG.16221.7.p1, MSTRG.16221.4.p1, MSTRG.16221.11.p1, SMEST053286001.1.p1	m.12526_1
OG0004396	SMEST003115001.1.p1	m.17356_1
OG0004397	MSTRG.17170.1.p1	m.148_1
OG0004398	SMEST080873001.1.p1	m.3215_1
OG0004399	MSTRG.5338.2.p1	m.4891_1
OG0004400	SMEST010919001.1.p1	m.1035_1
OG0004401	MSTRG.19447.2.p2, SMEST065334001.1.p1, MSTRG.19447.2.p1	m.22109_1
OG0004403	SMEST079354002.1.p1	m.40781_1, m.40779_1
OG0004404	MSTRG.5573.3.p2, SMEST015237002.1.p1, MSTRG.5573.3.p1	m.15507_1
OG0004405	SMEST025064001.1.p1	m.7854_1
OG0004406	SMEST027870001.1.p1, MSTRG.9420.2.p1, MSTRG.9420.3.p1, MSTRG.20514.2.p1	m.16582_1
OG0004407	MSTRG.4672.2.p1	m.289_1
OG0004408	MSTRG.3110.1.p1	m.1422_1
OG0004409	SMEST058491001.1.p1	m.26930_1
OG0004410	SMEST074732001.1.p1	m.7487_1
OG0004412	MSTRG.5280.3.p1, MSTRG.5280.2.p1, MSTRG.5280.4.p1, SMEST016962001.1.p1	m.95_1
OG0004412	SMEST023238001.1.p1	m.7512_1
OG0004413	SMEST006978001.1.p1	m.1735_1
OG0004414	MSTRG.14298.1.p1, SMEST046057001.1.p1, MSTRG.14298.2.p2	m.22416_1
OG0004415	SMEST078132001.1.p1	m.11094_1
OG0004416	MSTRG.20553.1.p2, MSTRG.20553.3.p1, SMEST074086001.1.p1	m.5314_1
OG0004418	MSTRG.20858.9.p1, MSTRG.20858.10.p2, MSTRG.20858.2.p1, SMEST070793004.1.p1, MSTRG.20858.8.p1	m.25809_1
OG0004419	SMEST040247001.1.p1	m.13654_1
OG0004420	SMEST047665001.1.p1	m.3587_1
OG0004421	SMEST030961001.1.p1	m.30025_1, m.30028_1, m.396_1, m.30024_1
OG0004422	MSTRG.19287.2.p1, SMEST069886001.1.p1	m.9826_1
OG0004423	MSTRG.2423.3.p1, MSTRG.2423.2.p1, MSTRG.2423.4.p1, SMEST005268001.1.p1, MSTRG.2423.5.p2	m.7381_1
OG0004423	SMEST077361001.1.p1	m.22689_1
OG0004424	SMEST003128001.1.p1	m.11717_1
OG0004425	MSTRG.9399.11.p1, MSTRG.9399.5.p1, SMEST027792002.1.p1	m.38366_1
OG0004427	MSTRG.4316.1.p1, MSTRG.4316.5.p1, SMEST014275003.1.p1	m.9113_1
OG0004428	MSTRG.20037.3.p1, SMEST067711002.1.p1, SMEST067710001.1.p1	m.33983_1
OG0004429	SMEST027211001.1.p1	m.12572_1, m.12103_1
OG0004430	SMEST044635001.1.p1	m.38131_1
OG0004431	SMEST036809001.1.p1, MSTRG.11863.4.p1	m.17489_1
OG0004432	SMEST010709001.1.p1, MSTRG.4033.3.p1, MSTRG.4033.2.p1	m.11370_1, m.11367_1, m.11369_1
OG0004433	SMEST000003001.1.p1	m.15139_1
OG0004434	MSTRG.18552.7.p2, MSTRG.18552.2.p1	m.2809_1
OG0004435	SMEST021734001.1.p1	m.3045_1
OG0004436	MSTRG.1846.3.p1, MSTRG.1846.2.p1, MSTRG.1846.1.p1	m.12491_1
OG0004441	MSTRG.12292.1.p2, SMEST038073002.1.p1	m.31026_1
OG0004442	SMEST074591001.1.p1, MSTRG.21805.2.p1	m.14629_1
OG0004443	MSTRG.16103.5.p1, MSTRG.16103.3.p2, SMEST052251001.1.p1	m.1984_1
OG0004445	MSTRG.3669.5.p2, SMEST009812001.1.p1, MSTRG.3669.3.p1	m.15136_1
OG0004446	SMEST021908001.1.p1	m.35056_1
OG0004446	MSTRG.18237.3.p1	m.12238_1
OG0004448	SMEST049360001.1.p1	m.26960_1, m.26958_1
OG0004449	MSTRG.9457.2.p1, MSTRG.9457.3.p1	m.662_1, m.2493_1
OG0004450	MSTRG.13621.4.p2, MSTRG.13621.1.p1, SMEST043665001.1.p1, MSTRG.13621.4.p1	m.28116_1
OG0004451	SMEST013921001.1.p1, SMEST013918001.1.p1, SMEST078850001.1.p1	m.31366_1
OG0004452	MSTRG.15256.5.p2, MSTRG.15256.1.p1, MSTRG.15256.5.p1, MSTRG.15256.11.p1	m.24458_1
OG0004453	MSTRG.21985.1.p1, MSTRG.21985.3.p1, MSTRG.21987.7.p2, MSTRG.21987.3.p2, SMEST074815001.1.p1, MSTRG.21987.8.p1, MSTRG.21987.7.p1	m.15042_1
OG0004454	SMEST028867001.1.p1	m.3538_1
OG0004455	SMEST041503001.1.p1	m.1830_1
OG0004456	MSTRG.11141.2.p2, MSTRG.11141.5.p2, MSTRG.11141.1.p1, SMEST034003001.1.p1, MSTRG.11141.2.p1, MSTRG.11141.6.p1	m.5468_1
OG0004457	MSTRG.12913.2.p1, MSTRG.12904.2.p1, SMEST040396001.1.p1, MSTRG.12913.3.p1, SMEST040384001.1.p1	m.3828_1
OG0004458	MSTRG.9099.7.p1, MSTRG.9099.8.p1, MSTRG.9099.6.p1, MSTRG.9099.5.p1, SMEST028443002.1.p1	m.11638_1
OG0004459	MSTRG.19545.2.p2, SMEST065681001.1.p1	m.15032_1
OG0004460	SMEST034761003.1.p1, MSTRG.10924.3.p1, MSTRG.10924.5.p1	m.5939_1
OG0004461	SMEST066985002.1.p1	m.836_1
OG0004462	MSTRG.13057.3.p2, MSTRG.13057.5.p1, MSTRG.13057.6.p1, MSTRG.13057.4.p1, SMEST051245001.1.p1	m.26060_1, m.26057_1
OG0004464	MSTRG.13865.3.p1, MSTRG.13865.5.p1, MSTRG.13865.4.p1, MSTRG.13865.1.p1	m.7998_1
OG0004465	SMEST051515001.1.p1	m.3136_1
OG0004466	MSTRG.12195.7.p1, MSTRG.12195.6.p1, SMEST038958001.1.p1, MSTRG.12195.3.p1	m.15387_1
OG0004467	SMEST023444001.1.p1	m.4902_1
OG0004469	MSTRG.5049.1.p1	m.1086_1
OG0004470	SMEST071877001.1.p1	m.494_1
OG0004471	MSTRG.13870.6.p1, MSTRG.13870.5.p1, SMEST044555002.1.p1, MSTRG.13870.2.p1	m.4563_1
OG0004472	SMEST050590002.1.p1, MSTRG.15392.3.p1, MSTRG.15392.6.p1, MSTRG.15392.5.p1	m.28538_1
OG0004473	MSTRG.1649.2.p1, SMEST005634001.1.p1	m.32191_1
OG0004474	SMEST028619001.1.p1, MSTRG.9145.5.p1	m.10078_1
OG0004475	SMEST005153001.1.p1, MSTRG.2454.1.p2, MSTRG.2454.2.p1, SMEST005153001.1.p2, SMEST005153002.1.p1	m.8446_1
OG0004476	SMEST074545001.1.p1	m.2718_1
OG0004477	MSTRG.13896.1.p1	m.6877_1
OG0004478	MSTRG.23468.2.p1, SMEST080017001.1.p1	m.9262_1
OG0004479	MSTRG.11023.4.p1, SMEST035119001.1.p1, MSTRG.11023.3.p1	m.12642_1
OG0004480	MSTRG.1710.3.p2, MSTRG.1710.9.p1, MSTRG.1710.3.p1, SMEST005854002.1.p1	m.12257_1
OG0004482	MSTRG.6923.1.p1, MSTRG.6923.3.p1	m.33434_1, m.33438_1
OG0004483	SMEST028847001.1.p1	m.3459_1, m.3461_1
OG0004484	SMEST069978001.1.p1	m.3359_1
OG0004484	SMEST070097001.1.p1	m.6570_1
OG0004485	MSTRG.21819.6.p2, MSTRG.21812.3.p1, MSTRG.21812.5.p1, MSTRG.21812.4.p1, SMEST074577006.1.p1, MSTRG.21812.1.p2	m.29976_1
OG0004486	MSTRG.21366.1.p1, MSTRG.21366.3.p1, MSTRG.21366.2.p1	m.23949_1
OG0004487	MSTRG.20267.6.p2, MSTRG.2652.2.p2, SMEST008869001.1.p1	m.24674_1
OG0004488	MSTRG.15641.11.p1, MSTRG.15641.3.p1	m.13346_1
OG0004488	SMEST058604001.1.p1	m.8605_1
OG0004489	SMEST032693002.1.p1, SMEST032693001.1.p1	m.20744_1
OG0004490	MSTRG.22446.2.p1, MSTRG.22446.3.p1, SMEST076821001.1.p1	m.26716_1
OG0004491	MSTRG.4945.1.p1	m.34072_1, m.34060_1
OG0004492	SMEST068710002.1.p1, MSTRG.20309.5.p1, MSTRG.20309.3.p1, MSTRG.20309.1.p1, MSTRG.20308.1.p1	m.22988_1
OG0004493	SMEST046023001.1.p1	m.15421_1
OG0004494	SMEST075369002.1.p1, SMEST075369005.1.p1	m.18095_1
OG0004496	SMEST021357001.1.p1, MSTRG.6796.2.p1	m.6541_1
OG0004498	SMEST027557001.1.p1, SMEST027557002.1.p1, MSTRG.9341.4.p2, MSTRG.9341.9.p2, MSTRG.9341.5.p3	m.19835_1
OG0004499	MSTRG.19648.3.p1, MSTRG.19648.1.p1	m.12183_1
OG0004500	MSTRG.3486.3.p1, SMEST011797001.1.p1, SMEST011805001.1.p1	m.19037_1
OG0004501	MSTRG.3024.4.p1, MSTRG.3024.2.p1, SMEST007040001.1.p1, MSTRG.3024.3.p1	m.9451_1, m.9444_1, m.9447_1
OG0004502	MSTRG.20107.3.p1, MSTRG.20107.5.p1	m.872_1
OG0004505	MSTRG.8398.2.p1, MSTRG.8398.4.p2, SMEST023665002.1.p1	m.12124_1, m.6855_1
OG0004505	SMEST009544001.1.p1	m.486_1
OG0004507	SMEST067453001.1.p1	m.6871_1
OG0004508	MSTRG.5612.2.p2, MSTRG.5612.4.p1, SMEST015393002.1.p1	m.7052_1
OG0004509	MSTRG.2061.2.p2, SMEST003855001.1.p1	m.25278_1
OG0004510	SMEST037971001.1.p1	m.135_1
OG0004511	MSTRG.14560.3.p1, SMEST046309001.1.p1, MSTRG.14560.1.p1	m.6311_1
OG0004512	MSTRG.18675.3.p1, SMEST062613001.1.p1	m.27411_1, m.27410_1
OG0004513	SMEST028029001.1.p1, MSTRG.9466.2.p1	m.25767_1, m.25768_1
OG0004514	MSTRG.8865.2.p1, MSTRG.8865.5.p1, SMEST042647001.1.p1, MSTRG.8865.2.p2	m.11815_1
OG0004515	MSTRG.18545.2.p1, MSTRG.18545.3.p1, SMEST062553001.1.p1, MSTRG.18545.4.p2	m.5518_1
OG0004516	MSTRG.19193.3.p1, SMEST069603002.1.p1	m.27662_1
OG0004517	MSTRG.9392.3.p2, MSTRG.14580.1.p1, MSTRG.9392.2.p1, MSTRG.9392.3.p1, MSTRG.14580.8.p1, MSTRG.14580.6.p1, SMEST046440005.1.p1, MSTRG.14580.3.p1, MSTRG.9392.1.p2	m.34011_1
OG0004519	SMEST074987001.1.p1	m.944_1
OG0004520	SMEST062633001.1.p1, MSTRG.18682.1.p1, MSTRG.18679.2.p2, SMEST062639001.1.p1	m.7137_1
OG0004521	MSTRG.3828.3.p2, MSTRG.3828.2.p2, MSTRG.3828.5.p2, SMEST010153001.1.p1	m.12168_1
OG0004522	SMEST019033003.1.p1	m.16293_1
OG0004523	MSTRG.4022.7.p2, MSTRG.4022.1.p2	m.6475_1
OG0004524	MSTRG.14237.2.p1	m.9476_1, m.4213_1
OG0004525	SMEST051108001.1.p1	m.4121_1
OG0004526	MSTRG.14305.2.p2, SMEST046074001.1.p1	m.20391_1
OG0004527	SMEST079491001.1.p1	m.11443_1
OG0004528	SMEST043856001.1.p1	m.29012_1
OG0004529	SMEST041240001.1.p1, SMEST058116001.1.p1	m.15994_1
OG0004530	SMEST022922001.1.p1	m.29866_1
OG0004531	MSTRG.9401.2.p1	m.38367_1
OG0004532	SMEST071924001.1.p1, MSTRG.16761.1.p1	m.15536_1
OG0004533	MSTRG.9918.3.p2, MSTRG.9918.2.p1, MSTRG.9918.4.p1, SMEST029670001.1.p1	m.26198_1
OG0004534	MSTRG.3090.1.p1, SMEST007597001.1.p1, MSTRG.3090.3.p1	m.10944_1
OG0004535	MSTRG.4754.3.p3, SMEST013311001.1.p1	m.11746_1
OG0004536	SMEST006174001.1.p1	m.12303_1
OG0004537	MSTRG.10546.3.p2, SMEST033631004.1.p1, MSTRG.10546.2.p1, MSTRG.10546.3.p1	m.32767_1, m.32766_1
OG0004538	SMEST076236001.1.p1, MSTRG.22370.2.p1, MSTRG.22370.12.p1, MSTRG.22370.6.p1	m.14847_1
OG0004541	MSTRG.562.4.p1, MSTRG.562.6.p1, MSTRG.562.5.p1, MSTRG.562.3.p1, SMEST026079001.1.p1	m.15302_1
OG0004542	MSTRG.4353.2.p1, SMEST014388001.1.p1, MSTRG.4353.8.p2, MSTRG.4353.9.p1	m.36319_1
OG0004543	MSTRG.21795.5.p2, MSTRG.21795.6.p1, SMEST078209003.1.p1, MSTRG.21795.4.p1	m.32130_1, m.32132_1, m.32129_1
OG0004543	SMEST019925001.1.p1	m.32134_1
OG0004544	MSTRG.19373.3.p2, MSTRG.19373.4.p2, MSTRG.19373.5.p2, MSTRG.19373.2.p1, SMEST065446001.1.p1, MSTRG.19373.4.p1	m.10879_1
OG0004545	MSTRG.20144.2.p2, SMEST067774001.1.p1	m.12252_1
OG0004546	SMEST072443001.1.p1, SMEST031533001.1.p1, MSTRG.10328.5.p1, MSTRG.10330.5.p1, MSTRG.10330.3.p1, MSTRG.10328.3.p1, MSTRG.10330.1.p1, MSTRG.10328.7.p1, MSTRG.10328.10.p1, MSTRG.10328.6.p1	m.29572_1
OG0004547	MSTRG.364.1.p1, SMEST025378001.1.p1, SMEST025378002.1.p1	m.6451_1
OG0004547	SMEST012381004.1.p1	m.26829_1, m.26830_1
OG0004554	SMEST054476001.1.p1	m.10751_1
OG0004556	MSTRG.6043.5.p2, SMEST018878003.1.p1, SMEST018878004.1.p1, MSTRG.6043.5.p1, MSTRG.6043.7.p1	m.21504_1
OG0004557	MSTRG.2182.4.p1, MSTRG.2182.1.p1, SMEST004287002.1.p1	m.3121_1
OG0004560	MSTRG.15025.17.p2, SMEST049223001.1.p1	m.28086_1, m.31550_1, m.36911_1, m.34597_1
OG0004560	MSTRG.20210.3.p1, MSTRG.20210.1.p1, MSTRG.15007.1.p1, MSTRG.20210.5.p2, MSTRG.20210.2.p2, MSTRG.20199.6.p1, MSTRG.20210.8.p1, MSTRG.20210.6.p1, SMEST048842001.1.p1, MSTRG.15008.1.p1, MSTRG.15008.2.p1	m.36909_1, m.36910_1, m.28778_1
OG0004560	MSTRG.10021.9.p1	m.16338_1, m.35536_1, m.31485_1, m.8453_1, m.8455_1, m.36900_1, m.31481_1
OG0004561	MSTRG.11827.2.p1, MSTRG.11827.7.p1, MSTRG.11827.5.p1, MSTRG.11827.8.p1, SMEST037819001.1.p1, MSTRG.11827.3.p1	m.8310_1
OG0004562	SMEST033854002.1.p1	m.3033_1
OG0004563	MSTRG.14284.1.p2, MSTRG.14284.3.p1, MSTRG.14284.3.p2, SMEST046022001.1.p1	m.37562_1
OG0004564	SMEST019773002.1.p1	m.8167_1
OG0004565	MSTRG.16766.3.p1, MSTRG.16766.3.p2, SMEST055380005.1.p1	m.23303_1, m.23302_1
OG0004580	MSTRG.5464.9.p1, MSTRG.5464.8.p1	m.26466_1, m.26465_1, m.38219_1, m.16827_1, m.21354_1, m.29090_1, m.38220_1, m.38217_1, m.36384_1, m.17832_1, m.32890_1, m.23310_1, m.42050_1, m.15676_1, m.36383_1, m.17831_1, m.16825_1, m.21355_1, m.38216_1, m.30757_1, m.30758_1
OG0004580	MSTRG.5465.5.p2	m.6763_1, m.34006_1, m.34009_1, m.33999_1, m.10022_1
OG0004581	MSTRG.20030.12.p1	m.38726_1, m.38730_1
OG0004581	MSTRG.6730.1.p1, MSTRG.21581.1.p1	m.41545_1
OG0004581	SMEST069797001.1.p1	m.34631_1, m.32307_1
OG0004581	SMEST048991001.1.p1, SMEST051441001.1.p1, SMEST018816001.1.p1, SMEST051729001.1.p1, SMEST031918002.1.p1, SMEST065759001.1.p1, MSTRG.20253.5.p2, SMEST006091001.1.p1, SMEST004539002.1.p1, SMEST046976001.1.p1, SMEST068156001.1.p1, SMEST068318001.1.p1, SMEST032094001.1.p1	m.35388_1, m.28760_1, m.41862_1, m.13804_1
OG0004587	SMEST011003001.1.p1	m.13659_1
OG0004587	SMEST024479003.1.p1	m.16682_1, m.9268_1
OG0004587	SMEST075530001.1.p1, MSTRG.22098.5.p2, MSTRG.22098.3.p1, MSTRG.22119.8.p1, MSTRG.3614.2.p1, SMEST075530003.1.p1, SMEST075530002.1.p1, SMEST075344001.1.p1, MSTRG.22098.3.p2, MSTRG.3614.2.p2, MSTRG.3614.3.p1, SMEST012306001.1.p1, SMEST075461001.1.p1	m.11713_1, m.20805_1, m.17094_1, m.26240_1, m.17374_1, m.17828_1, m.41160_1, m.41167_1, m.12884_1, m.12882_1, m.30581_1, m.30582_1
OG0004588	SMEST022994001.1.p1	m.13440_1
OG0004588	SMEST073267001.1.p1	m.17899_1
OG0004588	SMEST017657001.1.p1, SMEST017649001.1.p1, SMEST017668001.1.p1, MSTRG.6294.2.p1, SMEST069546001.1.p1, SMEST016391001.1.p1, MSTRG.5889.2.p1, MSTRG.5889.3.p1, SMEST017678001.1.p1	m.15991_1, m.23213_1, m.543_1, m.12619_1, m.15993_1, m.15992_1, m.30225_1, m.446_1, m.12620_1
OG0004589	SMEST014348001.1.p1	m.43362_1, m.34593_1, m.43201_1
OG0004589	SMEST027570001.1.p1	m.40976_1, m.403_1, m.41935_1, m.40888_1, m.26268_1, m.37276_1, m.43262_1, m.33676_1, m.22165_1, m.32884_1, m.29821_1, m.42304_1, m.41154_1, m.11664_1, m.35855_1, m.38213_1, m.40229_1, m.41469_1, m.31105_1, m.41548_1, m.16328_1, m.35966_1, m.34403_1, m.35965_1, m.33465_1, m.42765_1, m.36823_1, m.36822_1
OG0004595	SMEST010007001.1.p1	m.5178_1
OG0004596	MSTRG.3567.2.p1	m.18809_1, m.18807_1
OG0004598	SMEST019870001.1.p1	m.37830_1, m.37827_1, m.37825_1
OG0004599	MSTRG.7665.1.p1, SMEST023301001.1.p1	m.2624_1
OG0004600	MSTRG.16058.7.p4, SMEST052699001.1.p1, MSTRG.16058.7.p3, MSTRG.16058.10.p3	m.30687_1
OG0004601	SMEST060163001.1.p2	m.1601_1
OG0004602	SMEST026924001.1.p1	m.9738_1
OG0004603	SMEST013668001.1.p1	m.15699_1
OG0004604	MSTRG.21807.3.p3, SMEST074569001.1.p1, MSTRG.21807.4.p2	m.15456_1
OG0004605	MSTRG.22262.4.p1, MSTRG.22262.3.p1	m.26246_1
OG0004606	MSTRG.21513.3.p1, MSTRG.21513.5.p1, SMEST077606001.1.p1	m.43544_1
OG0004607	SMEST065056002.1.p1	m.4609_1
OG0004608	MSTRG.21342.2.p1	m.12165_1
OG0004608	MSTRG.23390.1.p1	m.6080_1
OG0004609	MSTRG.19802.1.p1	m.5353_1
OG0004611	SMEST074184002.1.p1, MSTRG.20568.5.p1, MSTRG.20568.4.p1, MSTRG.20568.6.p1	m.10747_1, m.10745_1
OG0004612	MSTRG.9058.2.p1	m.3468_1
OG0004613	MSTRG.3244.2.p1, MSTRG.3244.3.p1, SMEST008209001.1.p1	m.9777_1
OG0004614	MSTRG.3351.4.p1, SMEST008675001.1.p1	m.3845_1, m.3846_1
OG0004615	SMEST056239002.1.p1	m.17759_1
OG0004616	MSTRG.21329.7.p1, MSTRG.21329.4.p1, SMEST072973002.1.p1, MSTRG.21329.5.p1, MSTRG.21329.8.p1	m.22819_1, m.22822_1
OG0004617	MSTRG.9711.3.p2, MSTRG.9711.5.p1, SMEST030762001.1.p1, MSTRG.9711.3.p1, MSTRG.9711.4.p1	m.18189_1, m.18184_1
OG0004618	MSTRG.14992.3.p1, MSTRG.14992.2.p1	m.3353_1
OG0004619	MSTRG.14454.3.p2, SMEST046648001.1.p1	m.18785_1, m.18784_1
OG0004620	SMEST071529001.1.p1, SMEST067833002.1.p1, MSTRG.21034.6.p1, MSTRG.21034.1.p1, MSTRG.20169.2.p1	m.10387_1
OG0004621	MSTRG.14714.4.p2, MSTRG.14714.5.p1, SMEST047511001.1.p1	m.9699_1
OG0004622	MSTRG.20434.6.p1, MSTRG.20434.3.p1, MSTRG.20434.4.p1, SMEST073528001.1.p1	m.2670_1
OG0004623	SMEST007314001.1.p1	m.3158_1
OG0004624	MSTRG.21897.2.p2, MSTRG.21897.5.p2, SMEST074817001.1.p1	m.13426_1
OG0004625	SMEST014289001.1.p1	m.33936_1
OG0004626	SMEST019834001.1.p1, MSTRG.6912.3.p1, MSTRG.6912.2.p1	m.6000_1
OG0004627	SMEST022866002.1.p1	m.3898_1, m.3904_1
OG0004629	MSTRG.1332.2.p1, SMEST001427002.1.p1, MSTRG.3807.2.p1	m.18104_1
OG0004629	SMEST010115001.1.p1	m.18103_1
OG0004630	MSTRG.18331.3.p1, MSTRG.18331.2.p1, SMEST061328001.1.p1	m.5433_1
OG0004631	SMEST052999001.1.p1	m.11612_1, m.11613_1
OG0004633	MSTRG.15184.5.p1, SMEST049708003.1.p1, MSTRG.15184.5.p2, SMEST049708002.1.p1	m.4437_1
OG0004634	SMEST010413001.1.p1, MSTRG.3991.6.p1	m.24249_1, m.6004_1
OG0004635	MSTRG.11739.5.p1	m.9530_1
OG0004636	MSTRG.9629.4.p1, SMEST030352002.1.p1	m.14473_1
OG0004637	MSTRG.9893.1.p1	m.2350_1
OG0004638	MSTRG.20931.3.p1, MSTRG.20931.4.p1, MSTRG.20931.1.p1	m.22160_1
OG0004639	MSTRG.12573.3.p1, MSTRG.12573.4.p2, SMEST040079001.1.p1	m.19266_1
OG0004640	SMEST075593002.1.p1, MSTRG.22205.1.p2, SMEST075584001.1.p1, MSTRG.22207.4.p1	m.6327_1
OG0004641	MSTRG.23001.2.p1, MSTRG.23001.1.p1, MSTRG.23001.3.p2	m.26162_1
OG0004642	SMEST076743001.1.p1	m.15673_1
OG0004643	SMEST061041001.1.p1	m.1847_1, m.1846_1
OG0004645	SMEST060610001.1.p1, SMEST078668001.1.p1	m.18400_1
OG0004646	SMEST021731001.1.p1, MSTRG.7735.2.p1	m.208_1
OG0004647	MSTRG.7090.2.p3, MSTRG.7090.7.p2, MSTRG.7090.10.p1, MSTRG.7090.6.p2, MSTRG.7090.3.p1, MSTRG.7090.4.p1, MSTRG.7090.5.p1, MSTRG.7090.7.p1, MSTRG.7090.9.p1, MSTRG.7090.6.p1	m.6850_1
OG0004648	MSTRG.11928.1.p1	m.898_1
OG0004649	SMEST029206001.1.p1	m.28857_1, m.28858_1
OG0004650	MSTRG.4387.1.p1, SMEST014532002.1.p1, MSTRG.4387.2.p1, SMEST014532001.1.p1	m.16132_1, m.16133_1
OG0004651	SMEST048799002.1.p1	m.3843_1
OG0004652	SMEST065963001.1.p1	m.9496_1
OG0004653	MSTRG.1162.1.p1, MSTRG.1162.2.p1	m.2988_1
OG0004654	SMEST022403001.1.p1	m.5019_1
OG0004655	MSTRG.11406.1.p1	m.11678_1, m.11676_1
OG0004657	SMEST050684001.1.p1, MSTRG.20031.2.p1, SMEST067696001.1.p1	m.20577_1
OG0004659	MSTRG.12753.3.p1	m.331_1
OG0004659	SMEST081357001.1.p1	m.1887_1
OG0004660	SMEST009253001.1.p1	m.4175_1
OG0004661	MSTRG.16437.5.p1, SMEST054253001.1.p1	m.22929_1
OG0004662	MSTRG.6403.5.p1, SMEST018094002.1.p1, SMEST018094004.1.p1, SMEST018094005.1.p1	m.9832_1
OG0004663	MSTRG.3876.7.p1, MSTRG.3876.4.p1, MSTRG.3876.5.p1, MSTRG.3876.5.p2, MSTRG.3876.6.p3, SMEST010258001.1.p1	m.29429_1
OG0004665	MSTRG.7519.3.p2, MSTRG.7519.6.p1, MSTRG.7519.1.p2, MSTRG.7519.3.p1, SMEST023027001.1.p1	m.15306_1
OG0004667	SMEST034030001.1.p1	m.37359_1
OG0004668	SMEST000962001.1.p1	m.15696_1
OG0004669	MSTRG.1074.1.p1	m.10722_1
OG0004671	SMEST034548001.1.p1, SMEST034548002.1.p1	m.13234_1, m.13232_1, m.13231_1
OG0004672	MSTRG.5087.3.p1, MSTRG.5087.1.p1	m.4150_1
OG0004673	MSTRG.4598.2.p1	m.40471_1, m.40473_1
OG0004674	MSTRG.20661.4.p1, MSTRG.20661.8.p2, MSTRG.20661.3.p2, MSTRG.20661.5.p1	m.25801_1, m.25800_1
OG0004675	MSTRG.12366.2.p4, MSTRG.12366.1.p1	m.12637_1
OG0004676	MSTRG.11814.5.p1, SMEST037782005.1.p1, MSTRG.11814.7.p2	m.14342_1
OG0004677	SMEST074496002.1.p1, MSTRG.21867.4.p1	m.28066_1, m.28064_1
OG0004679	SMEST071701001.1.p1	m.24582_1, m.10602_1
OG0004680	MSTRG.5084.5.p1, SMEST017231001.1.p1, MSTRG.5084.4.p1, MSTRG.5084.3.p2	m.5957_1
OG0004681	MSTRG.17411.3.p1, MSTRG.17411.5.p2	m.43547_1
OG0004681	MSTRG.13154.4.p1, SMEST051615001.1.p1, MSTRG.13154.3.p2, MSTRG.13154.5.p1, MSTRG.13154.7.p1, MSTRG.13154.9.p1, MSTRG.13154.6.p2, MSTRG.13154.3.p1	m.12937_1
OG0004682	SMEST064395001.1.p1, MSTRG.17546.3.p1	m.32003_1
OG0004683	SMEST051706001.1.p1	m.6518_1
